,price,speed,hd,ram,screen,cd,multi,premium,ads
4684,2099,33,212,8,14,yes,yes,yes,205
4685,2044,33,528,8,14,yes,no,yes,205
4686,4348,100,728,8,17,no,no,no,205
4687,2004,33,528,8,14,yes,no,yes,205
4688,1554,33,214,4,14,no,no,yes,205
4689,1945,66,340,4,14,yes,yes,yes,205
4690,3440,33,1000,24,15,yes,no,yes,205
4691,1894,33,214,4,14,no,no,yes,205
4692,1359,33,340,4,14,no,no,yes,205
4693,2690,33,720,16,17,yes,no,yes,205
4694,2040,33,528,8,15,yes,no,yes,205
4695,3768,100,728,8,15,no,no,no,162
4696,3244,33,1000,24,15,yes,no,yes,162
4697,1899,66,420,8,14,yes,no,yes,162
4698,1740,50,214,4,15,no,no,yes,162
4699,1590,33,214,4,14,no,no,yes,162
4700,2940,33,1000,24,15,yes,no,yes,162
4701,3189,100,728,8,14,no,no,no,162
4702,1899,66,425,8,14,yes,no,yes,162
4703,2495,66,720,16,15,yes,no,yes,162
4704,2295,33,720,16,15,yes,no,yes,162
4705,2690,33,720,16,17,yes,no,yes,162
4706,1945,33,528,8,14,yes,no,yes,162
4707,1890,33,528,8,14,yes,no,yes,162
4708,2845,100,528,16,14,yes,no,yes,162
4709,2445,50,720,16,15,yes,no,yes,162
4710,2340,33,1000,24,17,yes,no,yes,162
4711,1819,33,270,4,14,no,no,no,162
4712,2445,33,720,16,15,yes,no,yes,162
4713,2840,33,720,16,17,yes,no,yes,162
4714,2398,33,270,4,15,no,no,no,162
4715,2699,66,527,16,17,yes,no,yes,162
4716,2040,50,528,8,15,yes,no,yes,162
4717,2240,33,1000,8,14,yes,no,yes,162
4718,2499,66,527,16,15,yes,no,yes,162
4719,2194,50,528,8,14,yes,no,yes,162
4720,2643,66,720,16,15,yes,yes,yes,162
4721,2504,50,720,16,15,yes,no,yes,162
4722,1999,66,540,8,15,yes,no,yes,162
4723,2199,66,528,8,15,yes,yes,yes,162
4724,2554,66,720,16,15,yes,no,yes,162
4725,1395,33,214,4,14,no,no,yes,162
4726,2240,50,1000,8,14,yes,no,yes,162
4727,1554,33,214,4,14,no,no,yes,162
4728,1695,66,214,4,14,no,no,yes,162
4729,3143,50,1000,24,15,yes,yes,yes,162
4730,3244,50,1000,24,15,yes,no,yes,162
4731,2694,50,720,16,15,yes,no,yes,162
4732,2593,50,720,16,15,yes,yes,yes,162
4733,1740,33,214,4,14,no,no,yes,162
4734,2004,33,528,8,14,yes,no,yes,162
4735,1590,33,214,4,15,no,no,yes,162
4736,1595,33,340,8,14,no,no,yes,162
4737,1099,33,340,4,14,no,no,yes,162
4738,2443,33,528,8,14,yes,yes,yes,162
4739,3090,33,1000,24,15,yes,no,yes,162
4740,2904,33,1000,24,15,yes,no,yes,162
4741,1595,50,340,8,14,no,no,yes,162
4742,1944,66,214,4,14,no,no,yes,162
4743,1995,66,420,8,15,yes,no,yes,162
4744,2993,33,1000,24,15,yes,yes,yes,162
4745,2593,33,720,16,15,yes,yes,yes,162
4746,2049,66,420,8,15,yes,yes,yes,162
4747,1999,66,527,8,14,yes,yes,yes,162
4748,1349,33,270,4,14,no,no,no,162
4749,2399,66,527,16,15,yes,no,yes,162
4750,2593,50,528,8,14,yes,yes,yes,162
4751,1299,33,340,4,14,yes,no,yes,162
4752,1799,66,420,8,14,yes,no,yes,162
4753,2599,66,527,16,15,yes,yes,yes,162
4754,2845,33,1000,24,15,yes,no,yes,162
4755,1999,66,420,8,14,yes,yes,yes,162
4756,4188,100,728,8,17,no,no,no,162
4757,1499,50,545,4,15,yes,no,yes,162
4758,3143,33,1000,24,15,yes,yes,yes,162
4759,3394,66,1000,24,15,yes,no,yes,162
4760,1195,25,214,4,14,no,no,yes,162
4761,2004,50,528,8,14,yes,no,yes,162
4762,1395,50,214,4,14,no,no,yes,162
4763,1495,33,214,4,14,no,no,yes,162
4764,1599,66,340,8,15,no,no,yes,162
4765,1549,33,210,4,15,yes,yes,yes,162
4766,1945,50,528,8,14,yes,no,yes,162
4767,2040,33,528,8,15,yes,no,yes,162
4768,3104,66,1000,24,15,yes,no,yes,162
4769,2090,66,528,8,14,yes,no,yes,162
4770,3193,66,1000,24,15,yes,yes,yes,162
4771,2054,66,528,8,14,yes,no,yes,162
4772,2445,66,528,8,14,yes,no,yes,162
4773,1704,50,214,4,14,no,no,yes,162
4774,2890,66,720,16,17,yes,no,yes,162
4775,2199,66,730,8,15,yes,no,yes,162
4776,2995,50,1000,24,15,yes,no,yes,162
4777,1999,66,720,8,15,yes,no,yes,162
4778,1795,33,528,8,14,yes,no,yes,162
4779,3240,33,1000,24,17,yes,no,yes,162
4780,1395,25,340,8,14,no,no,yes,162
4781,1945,50,528,8,14,yes,no,yes,162
4782,1704,33,214,4,14,no,no,yes,162
4783,1445,66,214,4,14,no,no,yes,162
4784,2195,66,420,8,15,yes,yes,yes,162
4785,2244,66,528,8,14,yes,no,yes,162
4786,3440,66,1000,24,17,yes,no,yes,162
4787,2040,33,528,8,14,yes,no,yes,162
4788,1999,66,420,8,14,yes,yes,yes,162
4789,2590,66,720,16,15,yes,no,yes,162
4790,1949,66,420,8,15,yes,no,yes,162
4791,1899,66,420,8,14,yes,yes,yes,162
4792,1599,33,540,4,14,yes,no,yes,162
4793,2290,66,1000,8,14,yes,no,yes,162
4794,2694,33,720,16,15,yes,no,yes,162
4795,1199,33,428,4,15,no,no,yes,162
4796,3045,66,1000,24,15,yes,no,yes,162
4797,1299,33,428,4,15,no,no,yes,162
4798,2744,66,720,16,15,yes,no,yes,162
4799,1529,33,420,4,14,no,no,no,162
4800,1799,66,545,8,15,yes,no,yes,162
4801,2308,66,730,8,15,yes,yes,yes,162
4802,2643,66,528,8,14,yes,yes,yes,162
4803,1645,33,214,4,14,no,no,yes,162
4804,1499,33,340,4,15,yes,yes,yes,162
4805,1854,33,528,8,14,yes,no,yes,162
4806,1408,33,340,4,14,yes,yes,yes,162
4807,2840,50,720,16,17,yes,no,yes,162
4808,2995,33,1000,24,15,yes,no,yes,162
4809,1744,33,214,4,14,no,no,yes,162
4810,1799,66,212,8,14,yes,no,yes,162
4811,1740,33,214,4,15,no,no,yes,162
4812,2249,66,270,8,14,no,no,no,162
4813,1299,33,210,4,14,no,no,yes,162
4814,1790,66,214,4,15,no,no,yes,162
4815,1199,33,210,4,14,no,no,yes,162
4816,1645,50,214,4,14,no,no,yes,162
4817,2593,33,528,8,14,yes,yes,yes,162
4818,1499,33,428,4,14,yes,yes,yes,162
4819,1740,50,214,4,14,no,no,yes,162
4820,2495,66,810,16,15,yes,yes,yes,162
4821,1995,66,528,8,14,yes,no,yes,162
4822,2544,33,720,16,15,yes,no,yes,162
4823,1899,66,527,8,14,yes,no,yes,162
4824,1999,66,545,8,15,yes,yes,yes,162
4825,1890,33,528,8,15,yes,no,yes,162
4826,2040,50,528,8,14,yes,no,yes,162
4827,1708,66,540,4,14,yes,yes,yes,162
4828,1499,33,210,4,14,yes,yes,yes,162
4829,3094,33,1000,24,15,yes,no,yes,162
4830,2044,33,528,8,14,yes,no,yes,162
4831,1790,66,214,4,14,no,no,yes,162
4832,2145,66,420,8,15,yes,yes,yes,162
4833,1894,50,214,4,14,no,no,yes,162
4834,3054,50,1000,24,15,yes,no,yes,162
4835,3054,33,1000,24,15,yes,no,yes,162
4836,2899,66,1000,16,15,yes,no,yes,162
4837,1995,66,528,8,14,yes,no,yes,162
4838,3090,50,1000,24,15,yes,no,yes,162
4839,2354,33,720,16,15,yes,no,yes,162
4840,1894,33,214,4,14,no,no,yes,162
4841,2194,33,528,8,14,yes,no,yes,162
4842,2390,33,720,16,15,yes,no,yes,162
4843,1349,33,210,4,15,no,no,yes,162
4844,1399,33,210,4,14,yes,yes,yes,162
4845,2504,33,720,16,15,yes,no,yes,162
4846,1645,66,340,8,14,no,no,yes,162
4847,2390,50,1000,24,17,yes,no,yes,162
4848,2534,66,730,8,17,yes,no,yes,162
4849,3140,66,1000,24,15,yes,no,yes,162
4850,2090,33,1000,8,14,yes,no,yes,162
4851,2443,33,720,16,15,yes,yes,yes,162
4852,2540,50,720,16,15,yes,no,yes,162
4853,1754,66,214,4,14,no,no,yes,162
4854,2818,33,270,4,17,no,no,no,162
4855,2540,33,720,16,15,yes,no,yes,162
4856,2090,66,528,8,15,yes,no,yes,162
4857,2940,33,1000,24,15,yes,no,yes,191
4858,2304,33,720,16,15,yes,no,yes,191
4859,2440,33,720,16,15,yes,no,yes,191
4860,1769,66,540,8,14,no,no,yes,191
4861,2494,33,720,16,15,yes,no,yes,191
4862,3043,66,1000,24,15,yes,yes,yes,191
4863,1195,33,214,4,14,no,no,yes,191
4864,1545,33,214,4,14,no,no,yes,191
4865,1840,33,528,8,15,yes,no,yes,191
4866,1940,33,528,8,14,yes,no,yes,191
4867,1299,33,428,4,15,no,no,yes,191
4868,1709,50,540,8,15,no,no,yes,191
4869,2340,33,720,16,15,yes,no,yes,191
4870,2245,33,720,16,15,yes,no,yes,191
4871,1299,33,340,4,14,yes,no,yes,191
4872,1868,66,425,8,14,yes,yes,yes,191
4873,3094,33,1000,24,15,yes,no,yes,191
4874,1859,66,540,8,15,no,no,yes,191
4875,1299,33,212,4,14,no,no,yes,191
4876,2399,66,730,16,15,yes,no,yes,191
4877,1999,66,720,8,15,yes,no,yes,191
4878,1669,66,425,8,14,no,no,yes,191
4879,1999,66,545,8,15,yes,yes,yes,191
4880,2598,66,730,16,15,yes,yes,yes,191
4881,1690,66,214,4,15,no,no,yes,191
4882,1990,66,528,8,14,yes,no,yes,191
4883,2093,33,528,8,14,yes,yes,yes,191
4884,1940,33,528,8,15,yes,no,yes,191
4885,1999,66,730,8,15,yes,no,yes,191
4886,2334,66,730,8,17,yes,no,yes,191
4887,2543,66,720,16,15,yes,yes,yes,191
4888,2790,66,720,16,17,yes,no,yes,191
4889,1818,66,425,8,14,yes,no,yes,191
4890,1599,66,340,8,15,no,no,yes,191
4891,3240,50,1000,24,17,yes,no,yes,191
4892,2004,33,528,8,14,yes,no,yes,191
4893,2140,33,1000,8,14,yes,no,yes,191
4894,1739,33,212,4,17,no,no,yes,191
4895,1840,33,528,8,14,yes,no,yes,191
4896,1199,33,210,4,14,no,no,yes,191
4897,2094,33,528,8,14,yes,no,yes,191
4898,1548,33,424,4,14,yes,no,yes,191
4899,1504,33,214,4,14,no,no,yes,191
4900,3149,100,728,8,14,no,no,no,191
4901,1839,33,424,4,17,no,no,yes,191
4902,2940,50,1000,24,15,yes,no,yes,191
4903,1845,50,528,8,14,yes,no,yes,191
4904,1899,66,420,8,14,yes,yes,yes,191
4905,1445,33,214,4,14,no,no,yes,191
4906,2108,50,1000,8,15,yes,yes,yes,191
4907,1540,33,214,4,14,no,no,yes,191
4908,2644,66,720,16,15,yes,no,yes,191
4909,1499,50,545,4,15,yes,no,yes,191
4910,1999,100,420,8,14,yes,no,yes,191
4911,1845,33,528,8,14,yes,no,yes,191
4912,2994,33,1000,24,15,yes,no,yes,191
4913,1389,33,212,4,15,no,no,yes,191
4914,1799,66,545,8,15,yes,no,yes,191
4915,2118,66,730,8,15,yes,yes,yes,191
4916,1640,33,214,4,14,no,no,yes,191
4917,1973,33,528,8,14,yes,yes,yes,191
4918,1399,33,210,4,14,yes,yes,yes,191
4919,1895,66,528,8,14,yes,no,yes,191
4920,1499,33,340,4,14,yes,yes,yes,191
4921,1759,66,425,8,15,no,no,yes,191
4922,1745,33,528,8,14,yes,no,yes,191
4923,1788,66,425,4,14,yes,yes,yes,191
4924,2190,66,1000,8,14,yes,no,yes,191
4925,2058,50,1000,8,15,yes,no,yes,191
4926,2409,66,1000,8,17,no,no,yes,191
4927,1758,50,425,8,15,yes,no,yes,191
4928,1918,66,540,8,14,yes,no,yes,191
4929,1345,66,214,4,14,no,no,yes,191
4930,2740,50,720,16,17,yes,no,yes,191
4931,2143,66,528,8,14,yes,yes,yes,191
4932,3240,33,1000,24,17,yes,no,yes,191
4933,1968,66,540,8,14,yes,yes,yes,191
4934,1595,66,214,4,14,no,no,yes,191
4935,2493,50,720,16,15,yes,yes,yes,191
4936,2395,66,720,16,15,yes,no,yes,191
4937,1694,33,214,4,14,no,no,yes,191
4938,2059,66,1000,8,15,no,no,yes,191
4939,2345,33,720,16,15,yes,no,yes,191
4940,2539,100,270,4,14,no,no,no,191
4941,3290,66,1000,24,17,yes,no,yes,191
4942,1779,50,270,4,14,no,no,no,191
4943,1589,66,425,4,14,no,no,yes,191
4944,1848,66,270,4,14,no,no,no,191
4945,2093,50,528,8,14,yes,yes,yes,191
4946,1690,66,214,4,14,no,no,yes,191
4947,1858,50,540,8,15,yes,no,yes,191
4948,2895,66,1000,24,15,yes,no,yes,191
4949,2140,50,1000,8,14,yes,no,yes,191
4950,1640,33,214,4,15,no,no,yes,191
4951,1929,66,212,4,17,no,no,yes,191
4952,1904,33,528,8,14,yes,no,yes,191
4953,1844,66,214,4,14,no,no,yes,191
4954,1895,66,528,8,14,yes,no,yes,191
4955,1819,33,270,4,14,no,no,no,191
4956,1638,66,212,4,14,yes,no,yes,191
4957,2199,66,528,8,15,yes,yes,yes,191
4958,1640,50,214,4,14,no,no,yes,191
4959,2393,33,720,16,15,yes,yes,yes,191
4960,1395,33,340,8,14,no,no,yes,191
4961,2054,66,528,8,14,yes,no,yes,191
4962,3144,66,1000,24,15,yes,no,yes,191
4963,2594,50,720,16,15,yes,no,yes,191
4964,2249,66,270,8,14,no,no,no,191
4965,1679,66,425,4,15,no,no,yes,191
4966,2345,66,528,8,15,yes,no,yes,191
4967,1349,33,270,4,14,no,no,no,191
4968,1199,33,428,4,15,no,no,yes,191
4969,2040,33,1000,8,14,yes,no,yes,191
4970,2804,33,1000,24,15,yes,no,yes,191
4971,1545,50,214,4,14,no,no,yes,191
4972,1579,66,212,4,15,no,no,yes,191
4973,1609,50,425,8,15,no,no,yes,191
4974,2893,33,1000,24,15,yes,yes,yes,191
4975,1295,50,214,4,14,no,no,yes,191
4976,2009,66,270,4,14,no,no,no,191
4977,2845,50,1000,24,15,yes,no,yes,191
4978,1495,33,340,8,14,no,no,yes,191
4979,2840,33,1000,24,15,yes,no,yes,191
4980,1940,50,528,8,14,yes,no,yes,191
4981,1418,33,340,4,14,yes,yes,yes,191
4982,1794,33,214,4,14,no,no,yes,191
4983,1499,33,428,4,14,yes,yes,yes,191
4984,2954,66,1000,24,15,yes,no,yes,191
4985,1909,50,1000,8,15,no,no,yes,191
4986,2904,33,1000,24,15,yes,no,yes,191
4987,2209,66,540,8,17,no,no,yes,191
4988,2594,33,720,16,15,yes,no,yes,191
4989,1908,50,540,8,15,yes,yes,yes,191
4990,2198,100,420,8,14,yes,yes,yes,191
4991,2004,50,528,8,14,yes,no,yes,191
4992,2898,100,730,16,15,yes,yes,yes,191
4993,3140,33,1000,24,17,yes,no,yes,191
4994,1699,66,420,8,14,yes,no,yes,191
4995,1640,50,214,4,15,no,no,yes,191
4996,1498,33,212,4,14,yes,yes,yes,191
4997,1898,66,420,8,14,yes,yes,yes,191
4998,2029,66,425,4,17,no,no,yes,191
4999,2168,66,1000,8,14,yes,yes,yes,191
5000,2118,66,1000,8,14,yes,no,yes,191
5001,2194,50,528,8,14,yes,no,yes,191
5002,1495,50,340,8,14,no,no,yes,191
5003,1738,66,425,4,14,yes,no,yes,191
5004,2640,33,720,16,17,yes,no,yes,191
5005,1448,33,212,4,14,yes,no,yes,191
5006,1489,33,424,4,15,no,no,yes,191
5007,2404,50,720,16,15,yes,no,yes,191
5008,1540,33,214,4,15,no,no,yes,191
5009,3094,50,1000,24,15,yes,no,yes,191
5010,1794,50,214,4,14,no,no,yes,191
5011,2408,100,270,4,14,no,no,no,191
5012,2454,66,720,16,15,yes,no,yes,191
5013,1969,66,1000,8,14,no,no,yes,191
5014,2904,50,1000,24,15,yes,no,yes,191
5015,1545,66,340,8,14,no,no,yes,191
5016,1718,66,340,4,14,yes,yes,yes,191
5017,1604,33,214,4,14,no,no,yes,191
5018,2993,33,1000,24,15,yes,yes,yes,191
5019,2194,33,528,8,14,yes,no,yes,191
5020,2345,50,720,16,15,yes,no,yes,191
5021,2699,100,730,16,15,yes,no,yes,191
5022,1940,50,528,8,15,yes,no,yes,191
5023,2440,50,720,16,15,yes,no,yes,191
5024,1604,50,214,4,14,no,no,yes,191
5025,1808,50,425,8,15,yes,yes,yes,191
5026,1574,50,270,4,14,no,no,no,191
5027,2990,66,1000,24,15,yes,no,yes,191
5028,1599,66,340,4,14,yes,no,yes,191
5029,1598,33,424,4,14,yes,yes,yes,191
5030,2493,33,720,16,15,yes,yes,yes,191
5031,1654,66,214,4,14,no,no,yes,191
5032,2795,100,528,16,14,yes,no,yes,191
5033,1399,33,424,4,14,no,no,yes,191
5034,1295,33,214,4,14,no,no,yes,191
5035,2244,66,528,8,14,yes,no,yes,191
5036,2404,33,720,16,15,yes,no,yes,191
5037,2993,50,1000,24,15,yes,yes,yes,191
5038,1489,66,212,4,14,no,no,yes,191
5039,1688,66,212,4,14,yes,yes,yes,191
5040,1199,33,340,4,14,no,no,yes,191
5041,2845,33,1000,24,15,yes,no,yes,191
5042,2745,33,1000,24,15,yes,no,yes,191
5043,1990,66,528,8,15,yes,no,yes,191
5044,2109,66,425,8,17,no,no,yes,191
5045,2740,33,720,16,17,yes,no,yes,191
5046,1899,66,730,8,14,yes,yes,yes,191
5047,2490,66,720,16,15,yes,no,yes,191
5048,1590,33,214,4,14,no,no,yes,182
5049,1195,33,214,4,14,no,no,yes,182
5050,1989,66,540,8,15,no,no,yes,182
5051,2404,66,720,16,15,yes,no,yes,182
5052,3140,66,1000,24,15,yes,yes,yes,182
5053,1854,33,528,8,14,yes,no,yes,182
5054,1490,33,214,4,14,no,no,yes,182
5055,1890,50,528,8,14,yes,no,yes,182
5056,1858,66,545,4,17,yes,no,yes,182
5057,1890,33,528,8,14,yes,no,yes,182
5058,1940,66,528,8,14,yes,no,yes,182
5059,2944,33,1000,24,15,yes,no,yes,182
5060,2423,50,720,16,15,yes,yes,yes,182
5061,1399,66,428,4,14,no,no,yes,182
5062,2354,50,720,16,15,yes,no,yes,182
5063,1854,50,528,8,14,yes,no,yes,182
5064,2295,50,720,16,15,yes,no,yes,182
5065,2248,66,1000,8,14,yes,no,yes,182
5066,1799,66,425,8,14,no,no,yes,182
5067,2804,66,1000,24,15,yes,no,yes,182
5068,1545,66,214,4,14,no,no,yes,182
5069,1644,33,214,4,14,no,no,yes,182
5070,1744,33,214,4,14,no,no,yes,182
5071,2590,33,720,16,17,yes,no,yes,182
5072,1454,33,214,4,14,no,no,yes,182
5073,1779,33,424,4,17,no,no,yes,182
5074,2040,50,1000,8,14,yes,no,yes,182
5075,2740,66,720,16,17,yes,no,yes,182
5076,2335,33,212,8,17,yes,yes,yes,182
5077,2058,66,545,8,17,yes,no,yes,182
5078,1568,33,428,4,15,yes,yes,yes,182
5079,2345,66,720,16,15,yes,no,yes,182
5080,1899,66,730,8,15,yes,no,yes,182
5081,1794,66,214,4,14,no,no,yes,182
5082,2745,66,1000,24,15,yes,no,yes,182
5083,1499,33,428,4,14,yes,yes,yes,182
5084,2254,33,720,16,15,yes,no,yes,182
5085,2095,66,528,8,15,yes,no,yes,182
5086,1823,33,528,8,14,yes,yes,yes,182
5087,2339,66,540,8,17,no,no,yes,182
5088,1889,66,425,8,15,no,no,yes,182
5089,2944,50,1000,24,15,yes,no,yes,182
5090,1999,66,730,8,15,yes,no,yes,182
5091,1345,66,214,4,14,no,no,yes,182
5092,1890,50,528,8,15,yes,no,yes,182
5093,2754,50,1000,24,15,yes,no,yes,182
5094,2699,100,730,16,15,yes,no,yes,182
5095,2098,66,540,8,14,yes,yes,yes,182
5096,2195,33,720,16,15,yes,no,yes,182
5097,1599,66,340,8,15,no,no,yes,182
5098,2258,66,730,8,17,yes,yes,yes,182
5099,2295,33,720,16,15,yes,no,yes,182
5100,1999,100,420,8,14,yes,no,yes,182
5101,2323,33,720,16,15,yes,yes,yes,182
5102,1754,33,528,8,14,yes,no,yes,182
5103,2390,33,720,16,15,yes,no,yes,182
5104,1923,50,528,8,14,yes,yes,yes,182
5105,1295,33,214,4,14,no,no,yes,182
5106,1973,66,528,8,14,yes,yes,yes,182
5107,1368,50,428,4,15,no,no,yes,182
5108,2790,33,1000,24,15,yes,no,yes,182
5109,2390,50,720,16,15,yes,no,yes,182
5110,1339,33,424,4,14,no,no,yes,182
5111,1495,33,214,4,14,no,no,yes,182
5112,2044,33,528,8,14,yes,no,yes,182
5113,1890,33,528,8,15,yes,no,yes,182
5114,1899,66,540,8,14,no,no,yes,182
5115,1944,33,528,8,14,yes,no,yes,182
5116,1640,66,214,4,14,no,no,yes,182
5117,1989,66,425,8,15,yes,yes,yes,182
5118,2840,66,1000,24,15,yes,no,yes,182
5119,2094,66,528,8,14,yes,no,yes,182
5120,1490,33,214,4,15,no,no,yes,182
5121,1199,33,210,4,14,no,no,yes,182
5122,1795,33,528,8,14,yes,no,yes,182
5123,2690,33,720,16,17,yes,no,yes,182
5124,2259,66,730,8,17,yes,yes,yes,182
5125,1828,33,428,4,17,yes,yes,yes,182
5126,2994,66,1000,24,15,yes,no,yes,182
5127,2099,66,1000,8,14,no,no,yes,182
5128,2399,66,730,16,15,yes,no,yes,182
5129,1628,50,428,4,17,no,no,yes,182
5130,1604,66,214,4,14,no,no,yes,182
5131,1640,66,214,4,15,no,no,yes,182
5132,1398,50,340,4,14,yes,yes,yes,182
5133,2440,66,720,16,15,yes,no,yes,182
5134,1590,50,214,4,14,no,no,yes,182
5135,1845,66,528,8,14,yes,no,yes,182
5136,2258,66,730,8,17,yes,no,yes,182
5137,1985,33,212,8,15,yes,yes,yes,182
5138,2354,33,720,16,15,yes,no,yes,182
5139,1998,66,425,8,14,yes,yes,yes,182
5140,2199,66,540,8,15,yes,yes,yes,182
5141,1795,50,528,8,14,yes,no,yes,182
5142,1698,66,540,8,14,yes,yes,yes,182
5143,2544,33,720,16,15,yes,no,yes,182
5144,2040,33,1000,8,14,yes,no,yes,182
5145,1438,33,212,4,14,yes,yes,yes,182
5146,2249,66,270,8,14,no,no,no,182
5147,1495,66,528,8,14,no,no,yes,182
5148,1590,33,214,4,15,no,no,yes,182
5149,1999,66,730,8,15,yes,yes,yes,182
5150,1388,33,212,4,14,yes,no,yes,182
5151,2690,50,720,16,17,yes,no,yes,182
5152,2754,33,1000,24,15,yes,no,yes,182
5153,2695,33,1000,24,15,yes,no,yes,182
5154,2189,66,1000,8,15,no,no,yes,182
5155,2690,33,1000,24,15,yes,no,yes,182
5156,2339,66,425,8,17,yes,yes,yes,182
5157,1239,33,212,4,14,no,no,yes,182
5158,1758,50,545,4,17,yes,no,yes,182
5159,1899,66,730,8,14,yes,yes,yes,182
5160,2290,33,720,16,15,yes,no,yes,182
5161,1799,66,545,8,15,yes,no,yes,182
5162,2594,66,720,16,15,yes,no,yes,182
5163,1948,66,425,8,14,yes,no,yes,182
5164,1468,66,428,4,15,no,no,yes,182
5165,1299,50,428,4,14,no,no,yes,182
5166,2695,50,1000,24,15,yes,no,yes,182
5167,1679,33,212,4,17,no,no,yes,182
5168,1199,33,340,4,14,no,no,yes,182
5169,1790,33,528,8,15,yes,no,yes,182
5170,2844,33,1000,24,15,yes,no,yes,182
5171,1789,33,212,8,15,yes,yes,yes,182
5172,1699,66,420,8,14,yes,no,yes,182
5173,2159,66,730,8,17,yes,no,yes,182
5174,1299,50,340,4,14,yes,no,yes,182
5175,2239,66,425,8,17,no,no,yes,182
5176,2298,66,1000,8,14,yes,yes,yes,182
5177,1744,50,214,4,14,no,no,yes,182
5178,1499,50,545,4,15,yes,no,yes,182
5179,2473,66,720,16,15,yes,yes,yes,182
5180,1395,66,528,8,14,no,no,yes,182
5181,2654,33,1000,24,15,yes,no,yes,182
5182,1599,66,540,8,14,yes,no,yes,182
5183,2790,50,1000,24,15,yes,no,yes,182
5184,2423,33,720,16,15,yes,yes,yes,182
5185,1395,33,214,4,14,no,no,yes,182
5186,1895,33,212,8,14,yes,yes,yes,182
5187,1399,33,210,4,14,yes,yes,yes,182
5188,1429,33,424,4,15,no,no,yes,182
5189,1923,33,528,8,14,yes,yes,yes,182
5190,1488,33,424,4,14,yes,no,yes,182
5191,1904,66,528,8,14,yes,no,yes,182
5192,1495,50,214,4,14,no,no,yes,182
5193,1528,33,428,4,17,no,no,yes,182
5194,1545,66,528,8,14,no,no,yes,182
5195,1295,50,214,4,14,no,no,yes,182
5196,2595,33,1000,24,15,yes,no,yes,182
5197,2090,66,1000,8,14,yes,no,yes,182
5198,1590,50,214,4,15,no,no,yes,182
5199,1799,66,420,8,14,yes,yes,yes,182
5200,2539,66,1000,8,17,no,no,yes,182
5201,1329,33,212,4,15,no,no,yes,182
5202,1899,66,425,8,14,yes,yes,yes,182
5203,1940,66,528,8,15,yes,no,yes,182
5204,1538,33,424,4,14,yes,yes,yes,182
5205,2048,66,540,8,14,yes,no,yes,182
5206,2044,50,528,8,14,yes,no,yes,182
5207,2840,100,528,16,15,yes,no,yes,182
5208,1499,50,340,4,15,yes,yes,yes,182
5209,1699,33,212,8,14,yes,yes,yes,182
5210,1790,33,528,8,14,yes,no,yes,182
5211,2598,66,730,16,15,yes,yes,yes,182
5212,1898,66,420,8,14,yes,yes,yes,182
5213,2139,33,212,8,17,yes,yes,yes,182
5214,1599,66,545,4,15,yes,no,yes,182
5215,1268,33,428,4,15,no,no,yes,182
5216,2898,100,730,16,15,yes,yes,yes,182
5217,2544,50,720,16,15,yes,no,yes,182
5218,1554,50,214,4,14,no,no,yes,182
5219,2295,66,528,8,15,yes,no,yes,182
5220,2444,33,720,16,15,yes,no,yes,182
5221,2990,33,1000,24,15,yes,yes,yes,182
5222,3090,33,1000,24,15,yes,yes,yes,182
5223,1728,66,428,4,17,no,no,yes,182
5224,1695,33,528,8,14,yes,no,yes,182
5225,1998,66,730,8,15,yes,yes,yes,182
5226,1554,33,214,4,14,no,no,yes,182
5227,1940,33,1000,8,14,yes,no,yes,182
5228,1199,33,428,4,14,no,no,yes,182
5229,2198,100,420,8,14,yes,yes,yes,182
5230,2290,33,720,16,15,yes,no,yes,158
5231,1718,66,428,4,17,no,no,yes,158
5232,1568,50,428,4,15,yes,yes,yes,158
5233,2595,33,1000,24,15,yes,no,yes,158
5234,1899,66,730,8,15,yes,no,yes,158
5235,1605,66,540,8,15,no,no,yes,158
5236,2444,33,720,16,15,yes,no,yes,158
5237,1640,66,214,4,15,no,no,yes,158
5238,1490,33,214,4,15,no,no,yes,158
5239,2195,33,720,16,15,yes,no,yes,158
5240,2248,66,730,8,17,yes,no,yes,158
5241,1199,33,210,4,14,no,no,yes,158
5242,1495,33,214,4,14,no,no,yes,158
5243,1299,50,340,4,14,yes,no,yes,158
5244,1398,50,340,4,14,yes,yes,yes,158
5245,1699,33,212,8,14,yes,yes,yes,158
5246,1599,66,545,4,15,yes,no,yes,158
5247,1923,33,528,8,14,yes,yes,yes,158
5248,1680,66,540,8,15,yes,no,yes,158
5249,1848,66,545,4,17,yes,no,yes,158
5250,2345,66,720,16,15,yes,no,yes,158
5251,1295,33,214,4,14,no,no,yes,158
5252,1799,66,420,8,14,yes,yes,yes,158
5253,2423,33,720,16,15,yes,yes,yes,158
5254,3140,66,1000,24,15,yes,yes,yes,158
5255,2590,33,720,16,17,yes,no,yes,158
5256,2740,66,720,16,17,yes,no,yes,158
5257,1973,66,528,8,14,yes,yes,yes,158
5258,1940,66,528,8,14,yes,no,yes,158
5259,2295,33,720,16,15,yes,no,yes,158
5260,1999,66,730,8,15,yes,no,yes,158
5261,1989,33,212,8,15,yes,yes,yes,158
5262,1898,66,420,8,14,yes,yes,yes,158
5263,2699,100,730,16,15,yes,no,yes,158
5264,2390,33,720,16,15,yes,no,yes,158
