sex,age,edu,unempdur,income,marital,sport,smoke,alcabuse,workab,englang,bmi
MALE,25,PRIMARY/NO EDUCATION,12,2000,SINGLE,NO,YES,NO,NO,NONE,20.01772999
MALE,54,VOCATIONAL/GRAMMAR,0,,MARRIED,YES,NO,NO,NO,NONE,28.92622352
MALE,41,SECONDARY,0,922,MARRIED,NO,NO,NO,NO,NONE,28.40550436
FEMALE,55,PRIMARY/NO EDUCATION,,,DIVORCED,YES,YES,YES,,NONE,18.81892431
MALE,59,SECONDARY,0,1300,MARRIED,YES,YES,NO,NO,NONE,30.07116843
FEMALE,82,PRIMARY/NO EDUCATION,,1300,WIDOWED,YES,NO,NO,NO,NONE,24.44444444
MALE,58,VOCATIONAL/GRAMMAR,0,1500,MARRIED,YES,YES,NO,NO,NONE,29.05475207
FEMALE,58,SECONDARY,0,1000,MARRIED,NO,YES,NO,NO,NONE,21.95247934
MALE,67,PRIMARY/NO EDUCATION,24,1200,MARRIED,YES,YES,NO,NO,NONE,23.24380165
MALE,73,VOCATIONAL/GRAMMAR,24,1450,MARRIED,YES,NO,NO,NO,NONE,25.23634033
MALE,60,VOCATIONAL/GRAMMAR,24,600,MARRIED,YES,YES,NO,NO,NONE,21.95247934
FEMALE,73,PRIMARY/NO EDUCATION,,1115,WIDOWED,YES,NO,NO,NO,NONE,27.77427093
FEMALE,53,POST-SECONDARY OR HIGHER,0,3100,MARRIED,NO,NO,NO,NO,PASSIVE,23.7953599
FEMALE,43,VOCATIONAL/GRAMMAR,,1900,MARRIED,YES,NO,NO,NO,NONE,27.51338489
FEMALE,18,VOCATIONAL/GRAMMAR,,,SINGLE,NO,YES,NO,,NONE,18.49649888
FEMALE,56,SECONDARY,,1500,MARRIED,YES,NO,NO,NO,NONE,29.51593861
FEMALE,35,POST-SECONDARY OR HIGHER,0,1700,MARRIED,YES,YES,NO,NO,ACTIVE,23.4375
MALE,52,VOCATIONAL/GRAMMAR,,500,DIVORCED,YES,NO,NO,NO,NONE,24.08822312
FEMALE,50,VOCATIONAL/GRAMMAR,,600,MARRIED,YES,NO,NO,YES,NONE,30.85960738
MALE,16,PRIMARY/NO EDUCATION,,,SINGLE,YES,NO,NO,NO,PASSIVE,23.58983547
FEMALE,38,VOCATIONAL/GRAMMAR,24,,MARRIED,YES,NO,NO,NO,NONE,46.875
MALE,18,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,PASSIVE,25.25951557
MALE,46,SECONDARY,12,1050,MARRIED,YES,YES,YES,NO,,31.26369613
MALE,61,PRIMARY/NO EDUCATION,0,1700,MARRIED,YES,YES,NO,NO,NONE,24.62296091
FEMALE,23,SECONDARY,,,SINGLE,NO,NO,NO,NO,ACTIVE,18.36547291
MALE,47,POST-SECONDARY OR HIGHER,,4000,MARRIED,,NO,NO,NO,ACTIVE,23.67125363
MALE,36,PRIMARY/NO EDUCATION,6,1000,SINGLE,YES,NO,NO,NO,PASSIVE,27.17063157
MALE,25,SECONDARY,0,3000,SINGLE,NO,NO,NO,NO,NONE,25.46938776
FEMALE,24,SECONDARY,0,,MARRIED,YES,NO,NO,NO,PASSIVE,21.77384236
MALE,19,VOCATIONAL/GRAMMAR,,,SINGLE,NO,YES,NO,NO,NONE,20.45913487
MALE,25,SECONDARY,,3000,SINGLE,YES,NO,NO,NO,PASSIVE,27.44059917
MALE,65,SECONDARY,,1200,MARRIED,NO,NO,NO,NO,NONE,19.48696145
MALE,58,PRIMARY/NO EDUCATION,0,,SINGLE,YES,YES,NO,NO,NONE,28.08988764
FEMALE,36,POST-SECONDARY OR HIGHER,0,1700,MARRIED,YES,YES,NO,NO,NONE,23.4375
FEMALE,56,POST-SECONDARY OR HIGHER,,,MARRIED,NO,NO,NO,NO,PASSIVE,27.55555556
MALE,56,VOCATIONAL/GRAMMAR,0,1900,MARRIED,YES,YES,NO,NO,NONE,27.47252747
FEMALE,21,SECONDARY,,,SINGLE,NO,NO,NO,NO,ACTIVE,18.59113034
FEMALE,50,VOCATIONAL/GRAMMAR,0,1280,MARRIED,NO,NO,NO,NO,NONE,21.21831719
FEMALE,53,SECONDARY,,1600,WIDOWED,YES,NO,NO,NO,NONE,28.04037814
MALE,20,SECONDARY,0,,SINGLE,NO,NO,NO,NO,ACTIVE,23.87511478
FEMALE,24,SECONDARY,0,1050,MARRIED,YES,NO,NO,NO,PASSIVE,21.51385851
FEMALE,36,POST-SECONDARY OR HIGHER,0,2000,MARRIED,NO,NO,NO,NO,PASSIVE,
MALE,63,PRIMARY/NO EDUCATION,,697,MARRIED,YES,NO,NO,NO,NONE,32.03857841
FEMALE,66,PRIMARY/NO EDUCATION,24,3600,MARRIED,YES,NO,NO,NO,NONE,22.72043837
MALE,46,POST-SECONDARY OR HIGHER,,4000,MARRIED,,YES,NO,NO,ACTIVE,29.9136168
FEMALE,36,POST-SECONDARY OR HIGHER,1,,DIVORCED,YES,YES,NO,NO,NONE,25.34435262
FEMALE,57,SECONDARY,24,,MARRIED,YES,NO,NO,NO,NONE,30.859375
MALE,77,PRIMARY/NO EDUCATION,24,,MARRIED,YES,NO,NO,NO,NONE,28.73192149
FEMALE,21,VOCATIONAL/GRAMMAR,,1200,SINGLE,YES,YES,NO,NO,ACTIVE,19.03114187
MALE,67,SECONDARY,,3000,MARRIED,NO,NO,NO,NO,NONE,26.29757785
FEMALE,33,VOCATIONAL/GRAMMAR,0,,MARRIED,YES,YES,NO,NO,NONE,28.40054796
MALE,22,SECONDARY,,300,SINGLE,NO,NO,NO,NO,ACTIVE,25.14285714
MALE,48,VOCATIONAL/GRAMMAR,0,2200,MARRIED,NO,NO,NO,NO,NONE,36.22750875
MALE,48,POST-SECONDARY OR HIGHER,0,300,MARRIED,YES,NO,NO,NO,NONE,28.6801111
FEMALE,36,POST-SECONDARY OR HIGHER,24,1000,WIDOWED,YES,NO,NO,NO,PASSIVE,46.81926278
MALE,47,SECONDARY,12,,SINGLE,YES,NO,NO,NO,NONE,24.53512397
MALE,73,PRIMARY/NO EDUCATION,,1100,MARRIED,YES,NO,NO,NO,NONE,31.8877551
MALE,20,SECONDARY,,,SINGLE,NO,NO,NO,NO,ACTIVE,23.87511478
MALE,62,VOCATIONAL/GRAMMAR,0,1900,MARRIED,NO,NO,NO,NO,NONE,31.25
FEMALE,36,POST-SECONDARY OR HIGHER,0,1500,MARRIED,YES,YES,NO,NO,ACTIVE,28.68514468
MALE,22,SECONDARY,0,,SINGLE,NO,NO,NO,,ACTIVE,26.29656684
FEMALE,40,PRIMARY/NO EDUCATION,,,MARRIED,NO,YES,YES,NO,NONE,23.95122659
FEMALE,40,POST-SECONDARY OR HIGHER,,2000,MARRIED,YES,YES,NO,YES,ACTIVE,22.03856749
MALE,76,PRIMARY/NO EDUCATION,,1140,MARRIED,YES,NO,NO,NO,NONE,32.03125
MALE,41,VOCATIONAL/GRAMMAR,24,,DIVORCED,NO,NO,NO,NO,NONE,23.45679012
MALE,51,SECONDARY,,1760,MARRIED,YES,NO,NO,NO,NONE,24.85836513
MALE,26,POST-SECONDARY OR HIGHER,3,,SINGLE,NO,NO,NO,NO,ACTIVE,22.78330889
MALE,55,PRIMARY/NO EDUCATION,0,500,WIDOWED,YES,NO,NO,NO,NONE,29.6875
FEMALE,20,SECONDARY,0,,SINGLE,YES,NO,NO,,ACTIVE,23.14049587
FEMALE,40,SECONDARY,,1700,DIVORCED,YES,NO,NO,NO,NONE,37.46097815
FEMALE,61,POST-SECONDARY OR HIGHER,24,1200,WIDOWED,YES,NO,NO,NO,NONE,30.48780488
FEMALE,34,SECONDARY,,480,MARRIED,NO,YES,NO,NO,PASSIVE,26.0261749
FEMALE,49,POST-SECONDARY OR HIGHER,0,5000,DIVORCED,NO,NO,NO,NO,PASSIVE,21.0076678
FEMALE,26,POST-SECONDARY OR HIGHER,12,1100,SINGLE,NO,NO,NO,NO,ACTIVE,21.0498179
FEMALE,67,PRIMARY/NO EDUCATION,,700,MARRIED,YES,NO,NO,NO,NONE,41.62330905
MALE,73,PRIMARY/NO EDUCATION,,1100,WIDOWED,NO,NO,YES,NO,NONE,23.4375
MALE,22,VOCATIONAL/GRAMMAR,0,900,SINGLE,YES,YES,NO,,NONE,27.77777778
FEMALE,66,VOCATIONAL/GRAMMAR,0,750,MARRIED,NO,NO,NO,NO,NONE,24.43518667
FEMALE,62,SECONDARY,24,,MARRIED,NO,YES,NO,NO,NONE,
MALE,61,VOCATIONAL/GRAMMAR,0,2000,WIDOWED,NO,YES,NO,NO,NONE,23.42355741
FEMALE,80,PRIMARY/NO EDUCATION,,1020,WIDOWED,YES,NO,NO,,NONE,
MALE,24,POST-SECONDARY OR HIGHER,0,,SINGLE,NO,NO,NO,NO,PASSIVE,26.79493802
MALE,38,VOCATIONAL/GRAMMAR,,,MARRIED,NO,NO,NO,NO,NONE,27.4716889
FEMALE,77,POST-SECONDARY OR HIGHER,,1200,WIDOWED,NO,NO,NO,NO,NONE,26.2345679
FEMALE,33,VOCATIONAL/GRAMMAR,0,1200,MARRIED,YES,NO,NO,NO,NONE,24.91349481
FEMALE,21,SECONDARY,,,SINGLE,NO,NO,NO,NO,ACTIVE,18.46722068
FEMALE,19,VOCATIONAL/GRAMMAR,,,SINGLE,YES,YES,NO,,ACTIVE,20.82999519
FEMALE,58,POST-SECONDARY OR HIGHER,,2800,MARRIED,NO,NO,NO,NO,PASSIVE,27.17063157
MALE,61,PRIMARY/NO EDUCATION,0,,WIDOWED,YES,NO,NO,NO,NONE,26.0261749
MALE,51,SECONDARY,0,1200,MARRIED,YES,NO,NO,NO,NONE,22.7189744
FEMALE,52,VOCATIONAL/GRAMMAR,,400,SINGLE,YES,NO,NO,NO,NONE,23.50780533
FEMALE,75,SECONDARY,0,,MARRIED,YES,NO,NO,NO,NONE,35.55555556
MALE,47,SECONDARY,0,2500,MARRIED,YES,NO,NO,NO,NONE,36.22750875
FEMALE,42,POST-SECONDARY OR HIGHER,0,1000,MARRIED,NO,NO,NO,NO,NONE,23.87511478
MALE,29,SECONDARY,0,1100,MARRIED,YES,NO,NO,NO,PASSIVE,22.1526465
FEMALE,16,PRIMARY/NO EDUCATION,,,SINGLE,NO,NO,NO,NO,ACTIVE,22.32142857
FEMALE,24,SECONDARY,0,1500,SINGLE,NO,NO,NO,NO,PASSIVE,20.17714852
MALE,35,VOCATIONAL/GRAMMAR,,1500,MARRIED,YES,YES,NO,NO,NONE,27.6816609
FEMALE,28,SECONDARY,0,,SINGLE,NO,YES,NO,NO,PASSIVE,22.77318641
MALE,65,POST-SECONDARY OR HIGHER,24,3200,MARRIED,NO,NO,NO,NO,NONE,25.34435262
FEMALE,58,PRIMARY/NO EDUCATION,,4000,MARRIED,YES,NO,NO,NO,NONE,26.44628099
MALE,57,PRIMARY/NO EDUCATION,5,900,MARRIED,YES,NO,NO,NO,NONE,30.86419753
MALE,24,VOCATIONAL/GRAMMAR,0,1260,SINGLE,NO,YES,NO,NO,NONE,19.57168128
FEMALE,75,PRIMARY/NO EDUCATION,24,1000,WIDOWED,YES,NO,NO,NO,NONE,23.046875
MALE,19,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,NO,PASSIVE,24.30724356
FEMALE,47,POST-SECONDARY OR HIGHER,0,1800,MARRIED,YES,NO,NO,NO,NONE,24.02380867
FEMALE,36,SECONDARY,0,2000,MARRIED,YES,YES,NO,NO,NONE,25.71166208
FEMALE,25,SECONDARY,,,MARRIED,YES,NO,NO,NO,PASSIVE,16.60899654
FEMALE,41,VOCATIONAL/GRAMMAR,,1200,MARRIED,YES,NO,NO,NO,NONE,23.03004535
MALE,31,POST-SECONDARY OR HIGHER,,5000,SINGLE,NO,NO,YES,NO,PASSIVE,26.82742078
FEMALE,90,PRIMARY/NO EDUCATION,,850,MARRIED,NO,NO,NO,NO,NONE,24.19649379
FEMALE,34,SECONDARY,0,1000,MARRIED,NO,YES,NO,NO,PASSIVE,30.38501561
FEMALE,70,VOCATIONAL/GRAMMAR,24,1000,WIDOWED,YES,NO,NO,NO,NONE,32.32323232
FEMALE,38,POST-SECONDARY OR HIGHER,,,MARRIED,NO,NO,NO,NO,PASSIVE,28.71972318
FEMALE,35,POST-SECONDARY OR HIGHER,0,3400,MARRIED,NO,NO,NO,NO,ACTIVE,37.34186862
MALE,48,SECONDARY,0,2500,MARRIED,YES,NO,NO,NO,NONE,30.63938028
FEMALE,26,POST-SECONDARY OR HIGHER,0,,MARRIED,NO,NO,NO,NO,ACTIVE,20.76124567
FEMALE,21,SECONDARY,3,100,SINGLE,NO,NO,NO,,ACTIVE,23.62444749
FEMALE,64,VOCATIONAL/GRAMMAR,,1200,MARRIED,YES,YES,NO,NO,NONE,31.02040816
FEMALE,49,POST-SECONDARY OR HIGHER,0,,MARRIED,NO,NO,NO,NO,PASSIVE,24.38652644
MALE,38,VOCATIONAL/GRAMMAR,0,900,WIDOWED,YES,NO,NO,,NONE,24.77209671
FEMALE,45,VOCATIONAL/GRAMMAR,,1200,WIDOWED,YES,YES,NO,NO,NONE,23.4375
FEMALE,49,SECONDARY,0,2000,WIDOWED,NO,NO,NO,NO,ACTIVE,27.63605442
MALE,59,PRIMARY/NO EDUCATION,,1500,MARRIED,YES,YES,NO,NO,NONE,29.3877551
FEMALE,37,SECONDARY,,,MARRIED,YES,YES,NO,NO,NONE,28.57796068
MALE,23,SECONDARY,24,,SINGLE,YES,NO,NO,,ACTIVE,
MALE,17,VOCATIONAL/GRAMMAR,0,,SINGLE,YES,YES,NO,,NONE,23.58983547
MALE,61,VOCATIONAL/GRAMMAR,24,2900,MARRIED,YES,NO,NO,NO,NONE,32.14024836
MALE,20,POST-SECONDARY OR HIGHER,,,SINGLE,NO,NO,NO,,PASSIVE,24.48979592
MALE,18,SECONDARY,0,,SINGLE,NO,YES,NO,,ACTIVE,19.28414901
FEMALE,59,SECONDARY,24,1700,WIDOWED,YES,YES,NO,NO,NONE,24.96800974
FEMALE,18,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,PASSIVE,23.30668005
FEMALE,29,SECONDARY,5,1000,MARRIED,NO,YES,NO,NO,NONE,25.390625
FEMALE,46,VOCATIONAL/GRAMMAR,0,,MARRIED,YES,YES,NO,YES,NONE,19.36247266
MALE,60,VOCATIONAL/GRAMMAR,0,1500,MARRIED,YES,YES,NO,NO,NONE,
MALE,19,VOCATIONAL/GRAMMAR,,750,SINGLE,YES,NO,NO,NO,PASSIVE,19.88385305
FEMALE,74,SECONDARY,0,870,MARRIED,YES,NO,NO,NO,NONE,28.76397107
FEMALE,44,VOCATIONAL/GRAMMAR,,,MARRIED,YES,NO,NO,NO,NONE,23.03004535
FEMALE,29,POST-SECONDARY OR HIGHER,12,,SINGLE,YES,NO,NO,NO,ACTIVE,19.72103697
FEMALE,75,PRIMARY/NO EDUCATION,0,953,MARRIED,YES,NO,NO,NO,NONE,29.35752192
MALE,43,VOCATIONAL/GRAMMAR,0,1850,MARRIED,NO,NO,NO,NO,NONE,31.69907016
FEMALE,24,SECONDARY,,,SINGLE,NO,YES,NO,,ACTIVE,17.26354454
MALE,60,PRIMARY/NO EDUCATION,12,500,WIDOWED,YES,NO,NO,NO,NONE,26.5625
FEMALE,61,POST-SECONDARY OR HIGHER,0,1500,MARRIED,NO,NO,NO,NO,NONE,25.71166208
FEMALE,89,VOCATIONAL/GRAMMAR,,1100,WIDOWED,YES,NO,NO,NO,NONE,29.43213296
FEMALE,55,POST-SECONDARY OR HIGHER,0,2200,MARRIED,YES,YES,NO,NO,NONE,29.296875
FEMALE,43,VOCATIONAL/GRAMMAR,0,1600,MARRIED,YES,YES,NO,NO,NONE,27.51338489
FEMALE,21,SECONDARY,0,1100,SINGLE,NO,NO,NO,NO,ACTIVE,18.25310979
MALE,36,VOCATIONAL/GRAMMAR,,200,SINGLE,NO,YES,YES,,NONE,27.6816609
FEMALE,54,PRIMARY/NO EDUCATION,,,MARRIED,YES,YES,NO,NO,NONE,26.0261749
MALE,40,VOCATIONAL/GRAMMAR,0,,MARRIED,YES,NO,NO,NO,NONE,29.70041322
FEMALE,51,VOCATIONAL/GRAMMAR,,1000,DIVORCED,YES,YES,NO,NO,NONE,27.04164413
MALE,58,VOCATIONAL/GRAMMAR,,1200,DIVORCED,YES,YES,NO,NO,NONE,26.12244898
MALE,30,VOCATIONAL/GRAMMAR,0,1600,SINGLE,YES,NO,NO,YES,NONE,31.04769454
MALE,24,SECONDARY,0,2500,SINGLE,NO,NO,NO,NO,PASSIVE,20.45288532
MALE,29,POST-SECONDARY OR HIGHER,0,1800,MARRIED,YES,NO,YES,NO,PASSIVE,24.93074792
FEMALE,52,PRIMARY/NO EDUCATION,,450,MARRIED,YES,YES,NO,NO,NONE,28.37370242
FEMALE,38,SECONDARY,0,,MARRIED,YES,NO,NO,NO,PASSIVE,21.484375
MALE,38,VOCATIONAL/GRAMMAR,0,1800,MARRIED,YES,YES,NO,NO,NONE,25.88057064
MALE,66,POST-SECONDARY OR HIGHER,0,3200,MARRIED,NO,NO,NO,NO,NONE,24.22145329
MALE,55,SECONDARY,,,MARRIED,NO,NO,NO,NO,NONE,28.71972318
FEMALE,29,POST-SECONDARY OR HIGHER,12,,SINGLE,YES,NO,NO,NO,ACTIVE,21.93634741
FEMALE,43,SECONDARY,,1400,MARRIED,YES,YES,NO,NO,NONE,24.23822715
FEMALE,54,PRIMARY/NO EDUCATION,0,600,MARRIED,YES,YES,NO,NO,NONE,29.74419988
FEMALE,38,SECONDARY,0,2000,MARRIED,NO,NO,NO,NO,NONE,25.71166208
MALE,21,SECONDARY,,,SINGLE,NO,YES,NO,,ACTIVE,21.2244898
MALE,44,POST-SECONDARY OR HIGHER,0,2000,MARRIED,YES,YES,NO,NO,ACTIVE,27.76342975
MALE,28,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,NO,NONE,22.12619742
FEMALE,57,VOCATIONAL/GRAMMAR,0,3000,MARRIED,NO,NO,NO,NO,NONE,28.40550436
FEMALE,18,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,ACTIVE,19.36983471
FEMALE,28,POST-SECONDARY OR HIGHER,6,,MARRIED,NO,NO,NO,,PASSIVE,23.4375
FEMALE,48,SECONDARY,0,850,MARRIED,NO,NO,NO,NO,NONE,20.04744562
FEMALE,38,POST-SECONDARY OR HIGHER,5,2990,MARRIED,NO,NO,NO,NO,NONE,22.30814991
FEMALE,48,VOCATIONAL/GRAMMAR,0,600,MARRIED,NO,NO,NO,NO,NONE,25.71166208
FEMALE,53,SECONDARY,,1800,SINGLE,NO,NO,NO,NO,PASSIVE,26.2335558
FEMALE,38,SECONDARY,,1400,MARRIED,NO,NO,NO,YES,NONE,22.30814991
MALE,49,VOCATIONAL/GRAMMAR,0,2000,MARRIED,YES,NO,NO,NO,NONE,27.75748722
MALE,56,SECONDARY,0,4000,MARRIED,,NO,NO,NO,PASSIVE,25.97867957
MALE,60,PRIMARY/NO EDUCATION,24,841,MARRIED,YES,NO,NO,NO,NONE,26.36560303
FEMALE,51,VOCATIONAL/GRAMMAR,0,520,DIVORCED,YES,YES,YES,NO,NONE,19.921875
FEMALE,51,POST-SECONDARY OR HIGHER,0,2000,SINGLE,NO,NO,NO,NO,PASSIVE,21.484375
MALE,57,SECONDARY,5,900,MARRIED,NO,YES,NO,NO,NONE,23.61275089
MALE,33,POST-SECONDARY OR HIGHER,0,6400,SINGLE,NO,NO,NO,NO,ACTIVE,30.86419753
MALE,46,VOCATIONAL/GRAMMAR,0,470,MARRIED,YES,YES,NO,NO,NONE,24.69864963
MALE,17,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,NO,PASSIVE,18.93491124
MALE,56,POST-SECONDARY OR HIGHER,0,5000,MARRIED,NO,NO,YES,NO,NONE,23.4375
MALE,81,PRIMARY/NO EDUCATION,0,968,WIDOWED,YES,NO,NO,NO,NONE,28.84153181
MALE,74,PRIMARY/NO EDUCATION,0,970,MARRIED,YES,NO,NO,NO,NONE,26.29757785
FEMALE,18,VOCATIONAL/GRAMMAR,,,SINGLE,YES,NO,NO,,NONE,18.36547291
FEMALE,29,VOCATIONAL/GRAMMAR,18,,SINGLE,YES,YES,NO,,PASSIVE,19.72103697
FEMALE,35,SECONDARY,5,,MARRIED,YES,NO,NO,NO,NONE,24.97398543
FEMALE,32,POST-SECONDARY OR HIGHER,0,1300,MARRIED,NO,NO,NO,NO,ACTIVE,
MALE,68,PRIMARY/NO EDUCATION,,900,MARRIED,YES,YES,NO,NO,NONE,25.95155709
FEMALE,75,PRIMARY/NO EDUCATION,0,953,MARRIED,YES,NO,NO,NO,NONE,29.35752192
FEMALE,79,PRIMARY/NO EDUCATION,,1130,WIDOWED,YES,NO,NO,NO,NONE,25.23634033
FEMALE,65,SECONDARY,0,1100,MARRIED,YES,YES,NO,NO,NONE,21.95247934
FEMALE,74,SECONDARY,,1650,MARRIED,NO,NO,NO,NO,NONE,24.24242424
FEMALE,49,SECONDARY,,,MARRIED,YES,NO,NO,NO,NONE,22.14532872
FEMALE,17,VOCATIONAL/GRAMMAR,,,MARRIED,YES,NO,NO,,PASSIVE,17.30103806
MALE,30,VOCATIONAL/GRAMMAR,,1600,MARRIED,NO,YES,NO,NO,NONE,25.88057064
MALE,19,VOCATIONAL/GRAMMAR,0,150,SINGLE,NO,NO,NO,NO,NONE,22.85714286
FEMALE,37,VOCATIONAL/GRAMMAR,,600,MARRIED,YES,YES,NO,NO,NONE,23.52941176
MALE,61,VOCATIONAL/GRAMMAR,0,2600,DIVORCED,NO,NO,NO,NO,NONE,29.06574394
MALE,39,SECONDARY,0,1100,MARRIED,NO,YES,NO,NO,PASSIVE,24.21229339
MALE,67,PRIMARY/NO EDUCATION,24,1300,MARRIED,YES,YES,NO,NO,NONE,24.22145329
MALE,78,PRIMARY/NO EDUCATION,,1100,MARRIED,YES,NO,NO,NO,NONE,25.72103221
FEMALE,44,POST-SECONDARY OR HIGHER,0,1000,DIVORCED,NO,YES,NO,NO,ACTIVE,22.30814991
MALE,22,VOCATIONAL/GRAMMAR,0,4800,SINGLE,NO,YES,YES,NO,PASSIVE,25.88057064
FEMALE,37,POST-SECONDARY OR HIGHER,0,2200,MARRIED,NO,YES,NO,NO,ACTIVE,20.07960128
MALE,26,POST-SECONDARY OR HIGHER,5,,SINGLE,NO,NO,NO,NO,ACTIVE,22.16066482
FEMALE,33,SECONDARY,24,,MARRIED,YES,NO,NO,NO,PASSIVE,31.22130395
FEMALE,60,PRIMARY/NO EDUCATION,,870,MARRIED,YES,NO,NO,NO,NONE,36
FEMALE,24,POST-SECONDARY OR HIGHER,,,MARRIED,NO,NO,NO,NO,ACTIVE,22.27530992
MALE,46,SECONDARY,0,1300,MARRIED,,YES,NO,NO,NONE,27.71768524
FEMALE,33,SECONDARY,22,,MARRIED,YES,NO,NO,NO,NONE,30.48315806
MALE,63,VOCATIONAL/GRAMMAR,,1220,MARRIED,YES,YES,NO,NO,NONE,31.02040816
FEMALE,27,POST-SECONDARY OR HIGHER,0,3100,SINGLE,,NO,NO,NO,ACTIVE,
MALE,21,SECONDARY,9,,SINGLE,YES,NO,NO,NO,ACTIVE,19.59631589
FEMALE,56,VOCATIONAL/GRAMMAR,24,,WIDOWED,YES,NO,NO,,NONE,29.99671269
FEMALE,29,SECONDARY,,1500,SINGLE,YES,NO,NO,NO,NONE,20.06920415
FEMALE,60,VOCATIONAL/GRAMMAR,,,MARRIED,YES,YES,NO,NO,NONE,36.7901662
FEMALE,50,PRIMARY/NO EDUCATION,24,300,MARRIED,YES,YES,NO,NO,NONE,30.0432623
MALE,20,SECONDARY,0,400,SINGLE,NO,NO,NO,NO,ACTIVE,23.54788069
MALE,31,PRIMARY/NO EDUCATION,0,,MARRIED,YES,NO,NO,NO,NONE,22.35371466
MALE,18,PRIMARY/NO EDUCATION,,,MARRIED,NO,NO,YES,NO,PASSIVE,19.81767737
FEMALE,31,SECONDARY,,1300,MARRIED,YES,YES,NO,NO,PASSIVE,27.99036281
FEMALE,49,POST-SECONDARY OR HIGHER,0,1800,MARRIED,NO,NO,NO,NO,ACTIVE,26.61934339
FEMALE,33,VOCATIONAL/GRAMMAR,0,900,MARRIED,YES,NO,NO,NO,NONE,21.63114885
FEMALE,36,POST-SECONDARY OR HIGHER,0,1700,MARRIED,YES,YES,NO,NO,ACTIVE,17.30103806
MALE,65,PRIMARY/NO EDUCATION,24,780,WIDOWED,YES,YES,NO,NO,NONE,29.05475207
MALE,70,SECONDARY,24,3200,WIDOWED,YES,NO,NO,NO,NONE,26.03749399
MALE,71,VOCATIONAL/GRAMMAR,24,900,MARRIED,YES,NO,YES,NO,NONE,29.72651605
MALE,59,SECONDARY,0,2500,MARRIED,YES,NO,NO,NO,NONE,25.95155709
FEMALE,61,PRIMARY/NO EDUCATION,,700,MARRIED,NO,YES,YES,NO,ACTIVE,19.48696145
FEMALE,20,VOCATIONAL/GRAMMAR,,,SINGLE,,NO,NO,,ACTIVE,19.46740129
FEMALE,77,PRIMARY/NO EDUCATION,,800,WIDOWED,YES,NO,NO,NO,NONE,22.22222222
MALE,29,PRIMARY/NO EDUCATION,24,,MARRIED,NO,YES,NO,NO,NONE,
MALE,55,VOCATIONAL/GRAMMAR,0,1000,MARRIED,YES,NO,NO,NO,NONE,30.85960738
FEMALE,70,PRIMARY/NO EDUCATION,,870,MARRIED,YES,NO,NO,NO,NONE,37.33333333
FEMALE,21,SECONDARY,24,,SINGLE,NO,NO,YES,,ACTIVE,19.37919743
FEMALE,87,PRIMARY/NO EDUCATION,24,1000,WIDOWED,YES,NO,NO,NO,NONE,20.81165453
FEMALE,56,VOCATIONAL/GRAMMAR,,1100,WIDOWED,YES,YES,NO,NO,NONE,19.72103697
MALE,75,PRIMARY/NO EDUCATION,0,970,MARRIED,NO,NO,NO,NO,NONE,28.71972318
MALE,18,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,NO,ACTIVE,23.52941176
MALE,53,VOCATIONAL/GRAMMAR,0,3000,MARRIED,YES,NO,NO,NO,NONE,28.73563218
FEMALE,63,PRIMARY/NO EDUCATION,,700,MARRIED,NO,NO,NO,NO,NONE,31.25
FEMALE,54,SECONDARY,0,1000,MARRIED,NO,YES,NO,NO,PASSIVE,24.33747972
FEMALE,40,SECONDARY,0,1330,MARRIED,YES,NO,NO,NO,NONE,22.30814991
FEMALE,83,PRIMARY/NO EDUCATION,,,MARRIED,NO,NO,NO,NO,NONE,26.03749399
MALE,66,PRIMARY/NO EDUCATION,24,855,MARRIED,YES,YES,YES,NO,NONE,24.8357635
FEMALE,48,VOCATIONAL/GRAMMAR,15,,MARRIED,NO,NO,NO,NO,NONE,23.50780533
FEMALE,71,SECONDARY,,1500,WIDOWED,YES,NO,NO,NO,NONE,29.51593861
MALE,44,VOCATIONAL/GRAMMAR,0,1700,MARRIED,YES,YES,NO,NO,NONE,29.32098765
MALE,57,PRIMARY/NO EDUCATION,0,1700,MARRIED,YES,NO,NO,NO,NONE,29.77777778
FEMALE,18,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,NO,ACTIVE,19.03114187
MALE,56,VOCATIONAL/GRAMMAR,0,,LEGALLY SEPARATED,YES,NO,NO,NO,NONE,29.41176471
FEMALE,39,VOCATIONAL/GRAMMAR,21,,MARRIED,NO,NO,NO,NO,NONE,19.72318339
FEMALE,36,POST-SECONDARY OR HIGHER,0,1500,MARRIED,YES,YES,NO,NO,NONE,23.4375
MALE,23,POST-SECONDARY OR HIGHER,,1064,SINGLE,NO,NO,NO,NO,PASSIVE,22.92097107
MALE,62,POST-SECONDARY OR HIGHER,,3400,MARRIED,NO,YES,NO,NO,NONE,26.19618735
