ID,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
65441357,24-02-2017,4,2.25,2270,9464,1.5,0,0,4,7,1520,750,1940,0,122052,1770,9464,3,56,479000
65441358,24-02-2017,5,4.5,3100,7260,2,0,0,3,8,3100,0,1963,2000,122015,1650,7700,2,58,460000
65441359,24-02-2017,5,2,1510,3000,2,0,0,3,6,1510,0,1983,0,122044,1610,3600,2,58,455000
65441360,24-02-2017,3,2,1010,2820,1.5,0,0,3,7,1010,0,1905,0,122044,1330,3000,3,63,450000
65441361,24-02-2017,3,1.5,1340,7200,1,0,0,3,7,1340,0,1972,0,122033,1730,8820,2,69,450000
65441362,24-02-2017,2,1.5,1020,1049,3,0,0,3,8,1020,0,2008,0,122028,1350,1395,3,59,450000
65441363,24-02-2017,5,3,3880,7180,2,0,0,3,7,3880,0,2004,0,122053,2160,4793,3,50,445000
65441364,24-02-2017,2,1,1090,4128,1,0,0,3,7,1090,0,1948,0,122006,1090,5413,3,69,440000
65441365,24-02-2017,3,1.75,1720,223377,1,0,0,3,7,1240,480,1950,0,122055,2530,221442,1,57,439950
65441366,24-02-2017,4,1.75,1520,10630,1,0,0,4,7,1520,0,1967,0,122033,1550,8039,2,52,425500
65441367,24-02-2017,4,2.5,2689,6688,2,0,0,3,9,2689,0,2006,0,122065,2665,5700,1,66,425000
65441368,24-02-2017,3,1.75,1410,7700,1,0,0,4,7,1410,0,1967,0,122053,1560,7700,3,65,399500
65441369,24-02-2017,4,1,1040,4420,1.5,0,0,3,6,1040,0,1944,0,122007,1310,4920,1,51,396000
65441370,24-02-2017,3,1.5,2030,10075,1,0,0,5,7,1080,950,1961,0,122042,2210,10075,2,66,389000
65441371,24-02-2017,3,2.5,1900,7361,2,0,0,3,8,1900,0,1994,0,122042,2100,7361,3,78,380500
65441372,24-02-2017,4,2.5,2612,5850,2,0,0,3,8,2612,0,2014,0,122065,2419,8984,3,54,379950
65441373,24-02-2017,4,2.5,2320,9264,2,0,0,3,8,2320,0,1994,0,122070,2320,9129,2,70,370000
65441374,24-02-2017,3,1.75,1830,9425,1,0,0,3,8,1590,240,1946,0,122052,1670,8430,2,71,350000
65441375,24-02-2017,3,2.75,1720,28000,1,0,0,4,7,1720,0,1958,0,122046,2000,41817,1,52,340000
65441376,24-02-2017,2,1,690,5200,1,0,0,3,6,690,0,1918,0,122016,1380,5700,3,69,340000
65441377,24-02-2017,4,2.5,2300,9690,2,0,0,3,8,2300,0,2006,0,122018,1200,9085,2,53,329950
65441378,24-02-2017,4,1,1640,3844,1.5,0,0,4,7,1460,180,1928,0,122038,1230,3844,3,67,325000
65441379,24-02-2017,3,2.5,2130,12245,2,0,0,3,8,2130,0,1989,0,122035,1910,12216,3,65,325000
65441380,24-02-2017,3,1,1380,5864,1,0,0,3,7,790,590,1944,0,122038,1509,5864,3,74,322000
65441381,24-02-2017,2,1,1240,5500,1.5,0,0,3,6,1240,0,1921,0,122051,1520,5500,2,67,319950
65441382,24-02-2017,4,2.5,2730,4962,2,0,0,3,8,2730,0,2006,0,122072,2150,3802,1,57,319500
65441383,24-02-2017,3,1,1250,23680,1,0,0,5,7,1250,0,1967,0,122015,1450,23680,1,70,305000
65441384,24-02-2017,6,2,2650,4621,1.5,0,0,3,8,2650,0,1911,0,122051,1640,4879,3,63,302000
65441385,24-02-2017,4,2.5,2410,4708,2,0,0,3,8,2410,0,2002,0,122023,2517,5290,2,72,299800
65441386,24-02-2017,3,2.75,2000,6405,1,0,0,3,8,1260,740,1964,0,122063,2130,6510,2,56,286300
65441387,24-02-2017,4,2.25,1970,7200,2,0,0,3,8,1970,0,1979,0,122023,1790,7500,1,51,285000
65441388,24-02-2017,4,1.75,2130,8151,1,0,0,4,7,1330,800,1967,0,122067,1600,8587,2,51,285000
65441389,24-02-2017,5,2.25,1820,10500,1,0,0,4,7,1080,740,1979,0,122067,1820,7500,2,50,275000
65441390,24-02-2017,5,1.75,1950,8720,1,0,0,3,7,1050,900,1962,0,122039,1660,8030,2,67,274000
65441391,24-02-2017,3,1,1560,7800,1,0,0,3,7,1560,0,1955,0,122070,1468,9375,3,51,273000
65441392,24-02-2017,1,0.75,520,12981,1,0,0,5,3,520,0,1920,0,122068,1340,12233,2,58,262000
65441393,24-02-2017,3,1,1300,8284,1,0,0,3,7,1300,0,1968,0,122040,1360,7848,2,76,250000
65441394,24-02-2017,3,1.75,1520,7500,1,0,0,3,8,1520,0,1985,0,122023,2180,7506,1,55,249000
65441395,24-02-2017,3,1.5,1300,7600,1,0,0,4,7,1300,0,1963,0,122068,1570,7600,3,77,235000
65441396,24-02-2017,3,1.75,1520,12246,1,0,0,4,6,1520,0,1971,0,122062,1460,12246,2,67,235000
65441397,24-02-2017,3,1,1040,8925,1,0,0,4,6,1040,0,1961,0,122018,1040,8925,1,72,200000
65441398,24-02-2017,4,1.5,1780,8000,2,0,0,4,6,1080,700,1900,1996,122062,1750,9147,2,56,200000
65441399,24-02-2017,2,2,1180,2553,2,0,0,3,6,1180,0,2005,0,122024,1310,2687,1,64,195000
65441400,24-02-2017,3,1,840,12091,1,0,0,3,6,840,0,1959,0,122018,840,9324,3,63,185000
65441401,24-02-2017,2,1,770,10000,1,0,0,3,6,770,0,1933,0,122058,2720,8062,3,75,180000
65441402,24-02-2017,3,1,1090,6771,1.5,0,0,3,7,1090,0,1929,0,122034,1230,4662,1,55,180000
65441403,25-02-2017,5,3.75,3940,13738,1.5,0,3,4,9,3940,0,1951,0,122048,2370,13320,3,54,1970000
65441404,25-02-2017,5,2.5,2450,20805,2,0,0,4,9,2450,0,1963,0,122048,3020,20324,3,56,1550000
65441405,25-02-2017,3,2.5,2100,4097,2,0,0,3,9,2100,0,2008,0,122048,1780,4764,1,64,999999
65441406,25-02-2017,4,3,3510,12410,2,0,0,4,9,3510,0,1976,0,122049,3000,13209,1,62,970000
65441407,25-02-2017,3,2.5,2030,1160,3,0,0,3,9,1970,60,2007,0,122048,1950,1160,3,64,910000
65441408,25-02-2017,3,2.5,1950,3730,2,0,0,3,9,1950,0,1996,0,122010,2080,4000,2,75,899000
65441409,25-02-2017,2,1,1150,6000,1,0,1,4,7,710,440,1921,0,122010,2450,7200,3,68,830000
65441410,25-02-2017,5,3,3030,4120,1.5,0,0,4,7,1930,1100,1913,0,122006,1280,3090,1,64,794500
65441411,25-02-2017,5,3.5,2690,4800,2,0,2,3,8,1930,760,1919,1984,122051,2080,4900,1,63,690000
65441412,25-02-2017,4,2.5,2080,11176,1,0,0,5,8,2080,0,1954,0,122022,1390,7928,3,71,635000
65441413,25-02-2017,3,2,2900,5650,1,0,2,3,8,1520,1380,1959,0,122009,1810,6250,1,60,616000
65441414,25-02-2017,3,1.75,2660,7800,1,0,0,4,8,1330,1330,1951,0,122007,1950,6240,3,77,615000
65441415,25-02-2017,3,1.75,1780,5175,1,0,0,4,7,990,790,1927,0,122009,1780,5175,2,57,615000
65441416,25-02-2017,4,1.75,2500,20868,1,0,2,3,8,1600,900,1956,0,122031,2170,15026,3,54,587500
65441417,25-02-2017,3,2.5,1560,5259,2,0,0,3,8,1560,0,1999,0,122020,2170,5461,1,69,566000
65441418,25-02-2017,3,1,1010,3520,1,0,0,3,7,1010,0,1902,0,122013,1300,1233,3,52,525000
65441419,25-02-2017,4,1,1180,,1.5,0,0,3,7,1180,0,1950,0,122022,1580,8976,1,58,517000
65441420,25-02-2017,3,2.5,2730,7136,2,0,0,3,8,2730,0,2012,0,122043,2130,8932,1,77,510000
65441421,25-02-2017,5,2.5,3600,20001,2,0,0,4,9,3600,0,1976,0,122031,2860,21780,1,80,484000
65441422,25-02-2017,5,2,1900,6000,1.5,0,0,4,6,1900,0,1920,0,122010,2110,8400,3,58,470000
65441423,25-02-2017,3,2.5,1770,,2,0,0,3,8,1770,0,1992,0,122011,1870,5146,3,63,464000
65441424,25-02-2017,3,1.75,2130,9775,1,0,0,4,8,1430,700,1973,0,122012,2130,11250,2,50,454900
65441425,25-02-2017,3,1.75,1760,8025,1,0,0,4,7,1230,530,1976,0,122033,1590,7543,1,66,440000
65441426,25-02-2017,3,2.5,1690,1310,2,0,0,3,8,1140,550,2004,0,122016,1640,1321,1,63,430000
65441427,25-02-2017,2,1.5,1260,2625,2,0,0,4,7,1260,0,1983,0,122005,1260,2625,1,73,401000
65441428,25-02-2017,3,1,1410,9704,1,0,0,3,8,1140,270,1983,0,122019,1910,13639,1,52,400000
65441429,25-02-2017,4,2.25,2360,7733,2,0,0,3,8,2360,0,1983,0,122046,2160,7733,1,62,392000
65441430,25-02-2017,4,2.5,2420,4981,2,0,0,3,9,2420,0,2009,0,122024,2420,5000,2,54,380000
65441431,25-02-2017,3,2.25,1420,6600,1,0,0,3,7,1160,260,1987,0,122058,1920,7902,1,55,364000
65441432,25-02-2017,3,1,1120,10500,1,0,0,4,7,1120,0,1966,0,122033,1320,10500,3,62,360000
65441433,25-02-2017,3,1,2480,8906,1,0,0,3,7,1240,1240,1969,0,122051,1800,8906,1,77,350000
65441434,25-02-2017,2,1,720,5820,1,0,1,5,6,720,0,1950,0,122058,952,5820,3,61,350000
65441435,25-02-2017,5,3,2230,6551,1,0,0,3,7,1330,900,2014,0,122056,2230,9476,1,60,347500
65441436,25-02-2017,4,2.75,2260,4440,2,0,0,3,7,2260,0,2014,0,122039,2260,4563,1,55,341780
65441437,25-02-2017,5,2.5,2620,12763,1,0,0,3,7,1400,1220,1979,0,122033,2390,9156,1,64,330000
65441438,25-02-2017,3,1.75,1510,8400,1,0,0,2,7,980,530,1979,0,122025,1500,10125,3,53,322000
65441439,25-02-2017,5,3,2970,7000,1,0,0,3,8,1810,1160,1979,0,122018,2630,8062,2,80,320000
65441440,25-02-2017,3,2.5,2100,7587,2,0,0,3,9,2100,0,1990,0,122018,2330,8119,1,63,317000
65441441,25-02-2017,5,2,2900,11970,2,0,0,4,7,2900,0,1969,0,122021,1260,12398,3,59,310000
65441442,25-02-2017,4,2,2520,7334,1,0,0,3,7,1600,920,1955,0,122022,2040,7937,1,50,303697
65441443,25-02-2017,3,2.5,1800,3980,2,0,0,3,7,1800,0,2006,0,122035,2580,4307,3,61,286000
65441444,25-02-2017,3,2.5,2150,9375,1,0,0,3,8,1550,600,1968,0,122070,1950,9100,3,56,284000
65441445,25-02-2017,3,1.75,1750,9623,1,0,0,3,7,1150,600,1962,0,122043,1820,9623,3,57,279000
65441446,25-02-2017,3,1,1060,7246,1,0,0,4,6,1060,0,1981,0,122053,1090,6694,1,78,275500
65441447,25-02-2017,3,2.25,1470,8682,1,0,0,3,7,1160,310,1985,0,122040,1670,8359,3,63,269000
65441448,25-02-2017,3,2.25,1860,12000,1,0,0,4,7,1860,0,1976,0,122023,1815,9604,2,64,267500
65441449,25-02-2017,4,1.75,2000,7350,1,0,0,3,7,1100,900,1963,0,122040,1720,7350,2,73,267000
65441450,25-02-2017,3,2.5,2740,7980,2,0,0,4,7,2740,0,1964,0,122056,1470,8611,1,56,259000
65441451,25-02-2017,4,1,1380,7110,1.5,0,0,3,6,1380,0,1939,0,122065,1430,7110,1,55,253750
65441452,25-02-2017,3,2,1200,10212,1.5,0,0,5,6,1200,0,1949,0,122068,1280,10212,3,77,251000
65441453,25-02-2017,3,1,1480,6750,1,0,0,3,7,1480,0,1958,0,122052,1480,7594,2,55,250000
65441454,25-02-2017,3,2.25,1481,2820,2,0,0,3,7,1481,0,2012,0,122072,1481,2889,2,52,250000
65441455,25-02-2017,3,1,1080,7486,1.5,0,0,3,6,990,90,1942,0,122052,1170,7800,3,57,228500
65441456,25-02-2017,3,2.25,1940,6500,1,0,0,3,8,1440,500,1979,0,122035,1880,8991,2,68,219000
65441457,25-02-2017,3,2,1470,2052,1.5,0,0,3,7,1470,0,1986,0,122040,1390,2052,3,69,215000
65441458,25-02-2017,3,1,1040,8910,1,0,0,3,6,1040,0,1943,0,122056,1330,9720,1,51,190000
65441459,25-02-2017,3,1.75,1390,7700,1,0,0,5,7,1390,0,1965,0,122046,1260,7700,1,63,190000
65441460,25-02-2017,2,1.5,720,5120,1,0,0,3,6,720,0,1954,0,122034,1150,2566,2,62,181000
65441461,25-02-2017,3,1,880,8976,1,0,0,4,6,880,0,1966,0,122018,990,8760,3,79,160000
65441462,25-02-2017,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,122018,1350,10500,2,57,153000
65441463,26-02-2017,4,3.75,3790,8797,2,0,0,3,11,3290,500,2006,0,122071,2660,12150,3,51,1870000
65441464,26-02-2017,4,3.5,2860,2199,3,0,0,3,10,2860,0,2013,0,122013,1990,1378,3,60,1450000
65441465,26-02-2017,3,2.5,2910,10044,2,0,0,4,10,2910,0,1989,0,122048,2420,12287,3,61,1400000
65441466,26-02-2017,4,4.75,4150,6303,3,0,0,3,9,4150,0,2014,0,122005,3570,6285,2,77,988990
65441467,26-02-2017,3,1.75,2460,4240,1,0,0,4,7,1230,1230,1925,0,122028,1700,4240,3,71,930000
65441468,26-02-2017,4,2.75,3530,6844,2,0,0,3,10,3530,0,2014,0,122020,3530,10038,3,52,908990
65441469,26-02-2017,3,3.5,3310,5558,2,0,0,3,9,3310,0,2005,0,122011,3310,5270,2,74,780000
65441470,26-02-2017,4,2.75,3370,7634,1,0,2,5,8,2110,1260,1977,0,122053,2460,7634,3,80,720000
65441471,26-02-2017,4,3.25,2630,7770,2,0,0,3,9,2630,0,2014,0,122064,1370,7770,2,66,715000
65441472,26-02-2017,4,2.5,2270,8391,2,0,0,3,8,2270,0,1988,0,122011,2420,8391,3,50,643000
65441473,26-02-2017,3,2.25,2200,7355,2,0,0,4,8,2200,0,1986,0,122005,2290,7868,1,72,637000
65441474,26-02-2017,3,1.75,1210,4400,1.5,0,0,4,8,1210,0,1930,0,122004,2020,3750,1,74,635000
65441475,26-02-2017,4,1.75,1760,6000,1,0,0,3,7,880,880,1946,0,122003,2040,6000,1,73,620047
65441476,26-02-2017,4,2.5,2550,10623,2,0,0,3,9,2550,0,1992,0,122011,2750,8100,3,57,612500
65441477,26-02-2017,2,,2320,18919,2,1,4,4,8,2320,0,1976,0,122069,1610,18919,3,61,600000
65441478,26-02-2017,3,,1930,6604,2,0,0,3,7,1930,0,2014,0,122031,910,6604,2,63,550000
65441479,26-02-2017,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,122027,2230,8824,3,55,500000
65441480,26-02-2017,4,2.5,1970,2601,2,0,0,3,7,1440,530,1999,0,122054,1760,3025,2,71,499000
65441481,26-02-2017,2,1,1020,5000,1.5,0,0,4,6,1020,0,1906,0,122026,1490,5000,1,50,450000
65441482,26-02-2017,3,2.5,2380,5269,2,0,0,3,8,2380,0,2008,0,122053,2150,7600,3,58,445000
65441483,26-02-2017,2,1,990,5643,1,0,0,3,7,870,120,1947,0,122006,1280,5700,3,51,435000
65441484,26-02-2017,3,2,1970,7000,1,0,0,3,8,1970,0,1986,0,122024,1970,7365,2,50,429800
65441485,26-02-2017,3,,1940,3088,2,0,3,3,8,1770,170,2008,0,122008,1410,2335,3,63,425590
65441486,26-02-2017,2,1,1300,11080,1,0,0,4,7,1300,0,1955,0,122033,1600,9259,1,73,425000
65441487,26-02-2017,3,2.25,1445,1512,2,0,0,3,7,1300,145,2004,0,122012,1445,1082,3,78,415000
65441488,26-02-2017,3,2.5,1502,1400,3,0,0,3,7,1502,0,2005,0,122006,1377,1466,2,60,403000
65441489,26-02-2017,3,,1460,1319,3,0,0,3,8,1460,0,2002,0,122028,1430,1530,1,63,400000
65441490,26-02-2017,2,1,980,5100,1,0,0,4,6,980,0,1907,0,122007,1190,5100,3,73,395000
65441491,26-02-2017,2,2.25,1300,2104,2,0,0,3,8,1010,290,2011,0,122016,1430,1850,2,51,394950
65441492,26-02-2017,2,1,1840,81892,1,0,0,3,6,1840,0,1955,0,122021,2550,40089,2,57,375000
65441493,26-02-2017,4,2.75,2730,4683,2,0,0,3,7,2730,0,2005,0,122024,2230,4924,2,53,374950
65441494,26-02-2017,3,2.5,2529,9653,2,0,0,3,7,2529,0,2012,0,122035,2533,6125,3,65,370950
65441495,26-02-2017,3,2.25,1820,99752,1,0,0,4,7,1820,0,1969,0,122023,1850,117612,3,61,369000
65441496,26-02-2017,4,1,1820,5500,1.5,0,0,3,6,1820,0,1947,0,122034,1140,5500,3,61,367000
65441497,26-02-2017,4,1,1230,8316,1.5,0,0,3,7,1230,0,1963,0,122033,1490,8316,2,77,340000
65441498,26-02-2017,5,2.5,1720,10202,1.5,0,0,3,7,1720,0,1970,0,122046,1720,8478,1,67,339000
65441499,26-02-2017,3,1,1140,7316,1,0,0,3,6,1140,0,1959,0,122034,1140,7440,1,58,330000
65441500,26-02-2017,2,2.25,1230,1058,2,0,0,3,7,1160,70,2008,0,122012,1240,817,3,60,325000
65441501,26-02-2017,3,2,1500,7828,1,0,0,4,7,1500,0,1967,0,122046,1500,7700,1,52,315000
65441502,26-02-2017,3,1,1140,6400,1,0,0,3,7,1140,0,1962,0,122056,1340,6650,3,56,309000
65441503,26-02-2017,4,1.75,1400,11934,1,0,0,3,7,1050,350,1961,0,122058,2080,10400,1,53,295000
65441504,26-02-2017,4,2,1440,10920,1,0,0,3,5,1440,0,1943,0,122053,1500,11902,2,51,275000
65441505,26-02-2017,3,2,1240,12285,1,0,0,3,7,620,620,1939,1991,122018,1560,11564,1,59,248500
65441506,26-02-2017,2,1,770,,1,0,0,4,6,770,0,1942,0,122056,1140,9715,2,50,217000
65441507,26-02-2017,3,1.75,1180,21275,1,0,0,4,6,1180,0,1958,0,122024,1490,35100,1,52,207000
65441508,26-02-2017,3,2,1330,8748,1,0,0,3,7,1330,0,1986,0,122040,1510,8584,3,75,205500
65441509,26-02-2017,3,1.5,1460,7140,1,0,0,4,7,980,480,1980,0,122067,1400,8572,3,61,204000
65441510,26-02-2017,3,2,1010,7896,1,0,0,3,7,1010,0,1984,0,122067,1540,7896,3,77,200000
65441511,26-02-2017,2,1,860,5265,1,0,0,3,6,860,0,1931,0,122063,1650,8775,3,66,170000
65441512,26-02-2017,3,1,1240,8000,1,0,0,4,6,1040,200,1954,0,122043,1240,8000,1,74,140000
65441513,27-02-2017,4,3.5,3430,13609,2,0,0,3,11,3430,0,2001,0,122015,3880,11614,3,63,997000
65441514,27-02-2017,3,2.5,1810,1585,3,0,0,3,7,1810,0,2014,0,122007,1560,1586,2,80,579950
65441515,27-02-2017,2,1,1010,5000,1.5,0,0,4,6,1010,0,1908,0,122004,1460,5000,1,73,550700
65441516,27-02-2017,4,2.5,1252,25002,1,0,0,3,8,992,260,1996,0,122039,1860,25002,3,73,352000
65441517,27-02-2017,3,2.25,1840,6214,1,0,0,4,7,1270,570,1983,0,122067,1840,6214,3,78,285000
65441518,28-02-2017,3,1.75,1510,5200,1,0,0,4,7,860,650,1922,0,122007,1650,4160,1,80,624000
65441519,28-02-2017,4,1.75,2040,2750,1.5,0,0,4,6,1260,780,1926,0,122004,1940,3750,1,75,534000
65441520,28-02-2017,3,1.75,1640,3400,1,0,0,4,7,930,710,1926,0,122004,1380,3750,1,68,505400
65441521,28-02-2017,3,1,1180,2250,1.5,0,0,3,7,1180,0,1902,0,122007,1320,5100,1,76,490000
65441522,28-02-2017,3,1.75,1570,5120,1,0,2,3,7,980,590,1947,0,122050,2420,7200,1,68,440000
65441523,28-02-2017,2,0.75,720,5040,1,0,0,3,4,720,0,1949,0,122034,1290,4120,2,53,151000
65441524,01-03-2017,4,3.75,2870,4500,2,0,3,3,10,2510,360,2012,0,122003,2870,6354,1,50,2000000
65441525,01-03-2017,5,2.5,4250,20441,1,0,1,4,11,2490,1760,1984,0,122048,3620,16304,3,69,1810000
65441526,01-03-2017,3,2.5,4090,16972,2,0,2,3,11,3590,500,2007,0,122050,3740,16972,2,69,1680000
65441527,01-03-2017,3,2.75,2690,8890,2,1,4,4,10,2690,0,1975,1991,122027,2940,8890,3,64,1650000
65441528,01-03-2017,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,122048,3060,11275,1,63,1450000
65441529,01-03-2017,5,2.5,4170,33310,2,0,0,4,11,4170,0,1991,0,122027,4670,37960,1,62,1300000
65441530,01-03-2017,5,2.75,2890,22547,1,0,0,4,10,2150,740,1963,0,122057,3010,17809,1,64,1100000
65441531,01-03-2017,4,1.5,3390,6200,2,0,0,4,8,2530,860,1916,0,122054,3080,6000,1,72,895000
65441532,01-03-2017,4,3.5,3310,6000,2,0,2,3,8,2200,1110,2010,0,122016,1420,6000,3,71,885000
65441533,01-03-2017,4,2.25,3070,13720,2,0,0,3,9,3070,0,1978,0,122030,3010,9657,1,66,858000
65441534,01-03-2017,4,2.75,2810,5497,2,0,0,3,9,2810,0,2011,0,122005,2990,5842,2,68,750000
65441535,01-03-2017,4,2.5,2570,7173,2,0,0,3,8,2570,0,2005,0,122005,2630,6026,2,76,719000
65441536,01-03-2017,3,2,2660,257875,1,0,2,4,8,1530,1130,1976,0,122036,1710,64033,3,64,650000
65441537,01-03-2017,4,1.75,2500,7000,1,0,0,3,7,1250,1250,1947,0,122032,1680,7000,3,79,585000
65441538,01-03-2017,2,1,1110,6000,1,0,0,3,7,1010,100,1951,0,122051,1410,3500,2,62,585000
65441539,01-03-2017,3,2.25,1670,6240,1,0,0,4,8,1240,430,1974,0,122029,1910,7000,2,75,545000
65441540,01-03-2017,3,1.5,1660,5100,1,0,0,4,7,1210,450,1954,0,122016,1440,5100,2,53,515000
65441541,01-03-2017,4,2.5,2240,5624,1,0,0,3,7,1520,720,1961,0,122059,2240,7495,2,60,469000
65441542,01-03-2017,6,3,2390,4000,2,0,0,3,7,2390,0,2014,0,122051,1680,5000,2,72,462500
65441543,01-03-2017,3,1.75,1210,7500,1,0,0,3,7,1210,0,1951,0,122012,1250,6000,2,56,460000
65441544,01-03-2017,5,2,2500,7860,1,0,0,3,7,1040,1460,1963,0,122033,2060,9684,1,74,455000
65441545,01-03-2017,4,2.5,2710,6558,2,0,0,3,9,2710,0,1997,0,122046,2710,7635,2,56,455000
65441546,01-03-2017,3,1,1100,4080,1,0,0,4,7,900,200,1929,0,122028,1170,4080,2,70,428750
65441547,01-03-2017,4,2.5,2240,4447,2,0,0,3,7,2240,0,2006,0,122015,2000,3800,2,77,410000
65441548,01-03-2017,3,1,1420,8160,1,0,0,3,7,970,450,1947,0,122022,1340,8160,1,73,404000
65441549,01-03-2017,2,1,700,7457,1,0,0,3,6,700,0,1943,0,122059,1500,7130,2,56,395000
65441550,01-03-2017,3,1,1260,7980,1,0,0,3,7,1260,0,1951,0,122050,1760,7606,2,76,380000
65441551,01-03-2017,4,2.5,1812,5026,2,0,0,3,8,1812,0,2011,0,122042,2440,6007,2,73,370000
65441552,01-03-2017,2,1.5,820,1270,2,0,0,3,7,820,0,2009,0,122054,1130,1201,2,60,365000
65441553,01-03-2017,3,1.5,1430,12199,1,0,0,3,7,1130,300,1948,0,122038,1490,8196,2,79,350000
65441554,01-03-2017,2,1.5,1150,7552,1,0,1,3,7,1150,0,1944,0,122022,1910,8145,2,80,350000
65441555,01-03-2017,3,1,1150,12877,1,0,0,4,6,1150,0,1970,0,122045,1490,12150,3,58,350000
65441556,01-03-2017,3,2.25,2070,7995,1,0,0,3,7,1350,720,1987,0,122067,1620,6799,2,80,329950
65441557,01-03-2017,3,2.5,1700,7000,2,0,0,3,7,1700,0,1996,0,122024,1950,7000,1,52,319950
65441558,01-03-2017,3,1,1520,6500,1,0,0,3,7,990,530,1958,0,122043,1500,7500,1,63,310000
65441559,01-03-2017,2,1,2180,12875,1,0,0,3,7,1480,700,1959,0,122043,1800,7447,1,71,275000
65441560,01-03-2017,2,1.5,1440,22081,2,0,0,3,7,1440,0,1990,0,122055,1440,19544,1,71,265000
65441561,01-03-2017,3,2.25,1620,6000,1,0,0,3,7,1280,340,1998,0,122072,1710,6318,1,68,247500
65441562,01-03-2017,3,2.25,1350,6775,1,0,0,3,7,930,420,1981,0,122066,1460,7210,3,67,245000
65441563,01-03-2017,3,1,1310,15022,1,0,0,3,7,1310,0,1934,1984,122056,1530,13154,2,58,235000
65441564,01-03-2017,3,1,820,5200,1,0,0,4,6,820,0,1977,0,122035,1120,5200,1,79,220000
65441565,01-03-2017,2,2.5,1090,13444,2,0,0,3,7,1090,0,2007,0,122043,1380,6000,3,76,204000
65441566,01-03-2017,3,2,1170,10051,1,0,0,4,7,1170,0,1957,0,122043,1440,9800,1,58,200000
65441567,02-03-2017,4,3.5,4730,47870,1,1,4,3,10,2940,1790,1954,0,122010,3250,49346,1,58,3400000
65441568,02-03-2017,5,3.5,3630,8100,2,0,0,3,10,3630,0,2008,0,122048,1730,8246,3,50,1560000
65441569,02-03-2017,5,3.5,3520,5400,2,0,0,3,9,2400,1120,2008,0,122003,1360,3600,3,54,1500000
65441570,02-03-2017,3,2,1890,12017,1,0,2,3,8,1890,0,1949,0,122048,2000,12210,1,66,1430000
65441571,02-03-2017,4,3.5,4680,12495,2,0,0,3,10,3040,1640,2008,0,122010,3240,10749,2,79,1350000
65441572,02-03-2017,3,2.5,2240,21477,2,0,2,3,8,2240,0,1995,0,122027,2930,21569,3,56,1080000
65441573,02-03-2017,3,2.25,2950,15207,1,0,0,4,10,2070,880,1966,0,122057,2950,22000,2,53,992000
65441574,02-03-2017,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,122004,2730,6000,3,55,920000
65441575,02-03-2017,3,,2480,3200,2,0,0,3,10,2480,0,2010,0,122054,1980,3200,1,59,910000
65441576,02-03-2017,4,2.5,2800,6874,2,0,0,3,9,2170,630,1990,0,122047,1430,6240,2,57,883000
65441577,02-03-2017,4,1,1720,4410,1.5,0,2,3,7,1720,0,1928,0,122007,2140,4500,2,58,772500
65441578,02-03-2017,3,1.75,2360,8290,1,0,0,4,7,1180,1180,1950,0,122006,1880,7670,2,68,753000
65441579,02-03-2017,5,2.5,3240,9960,1,0,1,3,8,2020,1220,1958,0,122029,2730,10400,3,78,750000
65441580,02-03-2017,4,2.5,2180,7204,2,0,0,3,8,2180,0,2014,0,122038,1500,7650,2,74,734000
65441581,02-03-2017,3,2,1590,5200,1,0,0,3,7,1320,270,1939,0,122028,1620,5150,3,55,720000
65441582,02-03-2017,3,2.75,2310,1850,2,0,0,3,10,2020,290,2011,0,122012,2340,2155,2,65,713000
65441583,02-03-2017,5,1.75,2110,5000,1.5,0,0,4,7,1250,860,1946,0,122006,1720,5000,2,50,674000
65441584,02-03-2017,4,2.5,2110,7291,2,0,0,4,7,2110,0,1977,0,122010,2350,8625,2,56,670000
65441585,02-03-2017,3,1.75,2160,5760,1,0,0,4,8,1260,900,1954,0,122016,2090,5760,2,69,670000
65441586,02-03-2017,4,2.5,2390,5800,2,0,0,3,9,2390,0,2000,0,122020,2590,6507,1,53,647000
65441587,02-03-2017,4,2.5,2460,8029,2,0,0,3,9,2460,0,1989,0,122019,2420,7987,3,65,638250
65441588,02-03-2017,4,2.75,2400,104108,2,0,0,3,8,2400,0,1988,0,122012,2270,54450,3,75,590000
65441589,02-03-2017,2,2,1370,7920,1,0,0,3,8,950,420,1949,0,122032,1370,4680,3,70,585000
65441590,02-03-2017,4,1.75,1630,5750,1,0,0,3,7,1160,470,1947,0,122009,1640,5750,1,51,575000
65441591,02-03-2017,4,2.5,2870,6658,2,0,0,3,8,2870,0,2004,0,122008,2770,6658,2,56,564000
65441592,02-03-2017,4,2.5,2190,4944,2,0,0,3,8,2190,0,1999,0,122008,2190,5108,3,62,563500
65441593,02-03-2017,3,1,1580,6000,1,0,0,5,7,1580,0,1947,0,122012,1580,6000,3,78,551000
